"","BNF_CODE","TOTAL_QUANTITY","POSTCODE","YEAR_MONTH","UNIDENTIFIED","PRACTICE_NAME","BNF_CHAPTER_PLUS_CODE","ACTUAL_COST","QUANTITY","REGIONAL_OFFICE_CODE","ITEMS","ADDRESS_4","AREA_TEAM_CODE","ADDRESS_2","ADDRESS_3","BNF_CHEMICAL_SUBSTANCE","ADQUSAGE","PCO_CODE","REGIONAL_OFFICE_NAME","NIC","CHEMICAL_SUBSTANCE_BNF_DESCR","PRACTICE_CODE","PCO_NAME","AREA_TEAM_NAME","BNF_DESCRIPTION","ADDRESS_1","STP_NAME","STP_CODE","ICB_NAME","ICB_CODE"
"209","0404000W0AAAAAA",120,"LE2 6UL",202112,FALSE,"SAFFRON GROUP PRACTICE","04: Central Nervous System",1244.01334,60,"Y60",2,"LEICESTERSHIRE",NA,"509 SAFFRON LANE","LEICESTER","0404000W0",0,"04C00","MIDLANDS",1240,"Pitolisant hydrochloride","C82046","LEICESTER CITY CCG",NA,"Pitolisant 18mg tablets","SAFFRON GROUP PRACTICE","LEICESTER, LEICESTERSHIRE & RUTLAND STP","QK1",NA,NA
"210","0404000W0AAABAB",120,"LE7 7AZ",202112,FALSE,"DR NW OSBORNE'S PRACTICE","04: Central Nervous System",1157.50094,120,"Y60",1,"LEICESTERSHIRE",NA,"21A THE NOOK","ANSTEY","0404000W0",0,"04V00","MIDLANDS",1240,"Pitolisant hydrochloride","C82032","WEST LEICESTERSHIRE CCG",NA,"Pitolisant 4.5mg tablets","THE SURGERY","LEICESTER, LEICESTERSHIRE & RUTLAND STP","QK1",NA,NA
"211","0404000W0AAAAAA",56,"HG2 7SA",202112,FALSE,"KINGSWOOD SURGERY","04: Central Nervous System",540.27683,56,"Y63",1,"NORTH YORKSHIRE",NA,NA,"HARROGATE","0404000W0",0,"42D00","NORTH EAST AND YORKSHIRE",578.67,"Pitolisant hydrochloride","B82014","NORTH YORKSHIRE CCG",NA,"Pitolisant 18mg tablets","14 WETHERBY ROAD","HUMBER, COAST & VALE STP","QOQ",NA,NA
"212","0404000W0AAAAAA",168,"BD18 3EG",202112,FALSE,"SHIPLEY MEDICAL PRACTICE-AFFINITY CARE","04: Central Nervous System",1621.87009,14,"Y63",12,NA,NA,"ALEXANDRA ROAD, SHIPLEY","BRADFORD","0404000W0",0,"36J00","NORTH EAST AND YORKSHIRE",1736.04,"Pitolisant hydrochloride","B83063","BRADFORD DISTRICT AND CRAVEN CCG",NA,"Pitolisant 18mg tablets","SHIPLEY MEDICAL PRACTICE","W YORKSHIRE & HARROGATE H&C P/SHIP STP","QWO",NA,NA
"213","0404000W0BBAAAA",28,"LE3 0QR",202112,FALSE,"WESTCOTES GP SURGERY (ONE)","04: Central Nervous System",270.18995,28,"Y60",1,NA,NA,"2 WESTCOTES DRIVE","LEICESTER","0404000W0",0,"04C00","MIDLANDS",289.33,"Pitolisant hydrochloride","C82059","LEICESTER CITY CCG",NA,"Wakix 18mg tablets","WESTCOTES GP SURGERY (1)","LEICESTER, LEICESTERSHIRE & RUTLAND STP","QK1",NA,NA
"214","0404000W0AAAAAA",30,"LE9 7PB",202112,FALSE,"HEATH LANE SURGERY","04: Central Nervous System",289.38453,30,"Y60",1,"LEICESTERSHIRE",NA,"HEATH LANE","EARL SHILTON","0404000W0",0,"04V00","MIDLANDS",310,"Pitolisant hydrochloride","C82121","WEST LEICESTERSHIRE CCG",NA,"Pitolisant 18mg tablets","HEATH LANE SURGERY","LEICESTER, LEICESTERSHIRE & RUTLAND STP","QK1",NA,NA
"215","0404000W0AAAAAA",60,"HU17 5NL",202112,FALSE,"LEVEN & BEEFORD MEDICAL PRACTICE","04: Central Nervous System",598.75667,60,"Y63",1,"BEVERLEY",NA,"29 HIGH STILE","LEVEN","0404000W0",0,"02Y00","NORTH EAST AND YORKSHIRE",620,"Pitolisant hydrochloride","B81034","EAST RIDING OF YORKSHIRE CCG",NA,"Pitolisant 18mg tablets","LEVEN & BEEFORD MED/PRAC","HUMBER, COAST & VALE STP","QOQ",NA,NA
"216","0404000W0AAAAAA",30,"CV34 5GJ",202112,FALSE,"AVONSIDE HEALTH CENTRE","04: Central Nervous System",289.38453,30,"Y60",1,NA,NA,"PORTOBELLO WAY","WARWICK","0404000W0",0,"B2M3M","MIDLANDS",310,"Pitolisant hydrochloride","M84010","COVENTRY AND WARWICKSHIRE CCG",NA,"Pitolisant 18mg tablets","AVONSIDE HEALTH CENTRE","COVENTRY & WARWICKSHIRE STP","QWU",NA,NA
"217","0404000W0AAAAAA",60,"BD21 1LA",202112,FALSE,"MODALITY PARTNERSHIP (AWC)","04: Central Nervous System",578.75667,60,"Y63",1,"WEST YORKSHIRE",NA,"50 ASHBOURNE ROAD,INGROW","KEIGHLEY","0404000W0",0,"36J00","NORTH EAST AND YORKSHIRE",620,"Pitolisant hydrochloride","B83033","BRADFORD DISTRICT AND CRAVEN CCG",NA,"Pitolisant 18mg tablets","KILMENY SURGERY","W YORKSHIRE & HARROGATE H&C P/SHIP STP","QWO",NA,NA
"218","0404000W0AAAAAA",60,"RH16 3TG",202112,FALSE,"NORTHLANDS WOOD SURGERY","04: Central Nervous System",598.75667,60,"Y59",1,"WEST SUSSEX",NA,"7 WALNUT PARK","HAYWARDS HEATH","0404000W0",0,"70F00","SOUTH EAST",620,"Pitolisant hydrochloride","H82100","WEST SUSSEX CCG",NA,"Pitolisant 18mg tablets","NORTHLANDS WOOD SURGERY","SUSSEX & EAST SURREY STP","QNX",NA,NA
"219","0404000W0AAAAAA",84,"TS23 2LS",202112,FALSE,"KINGSWAY MEDICAL CENTRE","04: Central Nervous System",810.35438,84,"Y63",1,"CLEVELAND",NA,"KINGSWAY","BILLINGHAM","0404000W0",0,"16C00","NORTH EAST AND YORKSHIRE",868,"Pitolisant hydrochloride","A81057","TEES VALLEY CCG",NA,"Pitolisant 18mg tablets","KINGSWAY MEDICAL CENTRE","CUMBRIA & NORTH EAST STP","QHM",NA,NA
"220","0404000W0AAAAAA",30,"DN31 1QZ",202112,FALSE,"PELHAM MEDICAL GROUP","04: Central Nervous System",289.38453,30,"Y63",1,"GRIMSBY",NA,"CHURCH VIEW HEALTH CENTRE","CARTERGATE","0404000W0",0,"03H00","NORTH EAST AND YORKSHIRE",310,"Pitolisant hydrochloride","B81016","NORTH EAST LINCOLNSHIRE CCG",NA,"Pitolisant 18mg tablets","PELHAM MEDICAL GROUP","HUMBER, COAST & VALE STP","QOQ",NA,NA
"221","0404000W0AAAAAA",28,"M23 9AB",202112,FALSE,"THE PARK MEDICAL CENTRE","04: Central Nervous System",270.18995,28,"Y62",1,"WYTHENSHAW, MANCHESTER",NA,"434 ALTRINCHAM ROAD","BAGULEY","0404000W0",0,"14L00","NORTH WEST",289.33,"Pitolisant hydrochloride","P84045","MANCHESTER CCG",NA,"Pitolisant 18mg tablets","PARK MEDICAL CENTRE","GREATER MANCHESTER HSC PARTNERSHIP STP","QOP",NA,NA
"222","0404000W0AAABAB",90,"CV3 6GQ",202112,FALSE,"PHOENIX FAMILY CARE","04: Central Nervous System",868.1288,90,"Y60",1,NA,NA,NA,"COVENTRY","0404000W0",0,"B2M3M","MIDLANDS",930,"Pitolisant hydrochloride","M86007","COVENTRY AND WARWICKSHIRE CCG",NA,"Pitolisant 4.5mg tablets","103 LEAMINGTON ROAD","COVENTRY & WARWICKSHIRE STP","QWU",NA,NA
"223","0404000W0AAAAAA",60,"CA16 6QR",202112,FALSE,"APPLEBY MEDICAL PRACTICE","04: Central Nervous System",618.76907,30,"Y63",2,"CUMBRIA",NA,"CHAPEL STREET","APPLEBY","0404000W0",0,"01H00","NORTH EAST AND YORKSHIRE",620,"Pitolisant hydrochloride","A82006","NORTH CUMBRIA CCG",NA,"Pitolisant 18mg tablets","THE RIVERSIDE BUILDING","CUMBRIA & NORTH EAST STP","QHM",NA,NA
"224","0404000W0AAAAAA",60,"LE9 7PB",202112,FALSE,"HEATH LANE SURGERY","04: Central Nervous System",578.75667,60,"Y60",1,"LEICESTERSHIRE",NA,"HEATH LANE","EARL SHILTON","0404000W0",0,"04V00","MIDLANDS",620,"Pitolisant hydrochloride","C82121","WEST LEICESTERSHIRE CCG",NA,"Pitolisant 18mg tablets","HEATH LANE SURGERY","LEICESTER, LEICESTERSHIRE & RUTLAND STP","QK1",NA,NA
"225","0404000W0AAAAAA",90,"LE10 2SE",202112,FALSE,"THE BURBAGE SURGERY","04: Central Nervous System",868.1288,90,"Y60",1,"LEICESTERSHIRE",NA,"TILTON ROAD, BURBAGE","NR.HINCKLEY","0404000W0",0,"04V00","MIDLANDS",930,"Pitolisant hydrochloride","C82054","WEST LEICESTERSHIRE CCG",NA,"Pitolisant 18mg tablets","THE BURBAGE SURGERY","LEICESTER, LEICESTERSHIRE & RUTLAND STP","QK1",NA,NA
"226","0404000W0BBAAAA",7,"LE3 0QR",201902,FALSE,"WESTCOTES GP SURGERY (ONE)","04: Central Nervous System",67.27948,7,"Y55",1,NA,"Q59","2 WESTCOTES DRIVE","LEICESTER","0404000W0",0,"04C00","MIDLANDS AND EAST OF ENGLAND",72.33,"Pitolisant hydrochloride","C82059","LEICESTER CITY CCG","LEICESTERSHIRE & LINCOLNSHIRE AREA","Wakix 18mg tablets","WESTCOTES GP SURGERY (1)",NA,NA,NA,NA
"227","0404000W0AAAAAA",60,"CB22 3HU",201902,FALSE,"GRANTA MEDICAL PRACTICES","04: Central Nervous System",575.75676,60,"Y55",1,NA,"Q56","LONDON ROAD, SAWSTON","CAMBRIDGE","0404000W0",0,"06H00","MIDLANDS AND EAST OF ENGLAND",620,"Pitolisant hydrochloride","D81043","CAMBRIDGESHIRE AND PETERBOROUGH CCG","EAST ANGLIA AREA","Pitolisant 18mg tablets","SAWSTON MEDICAL CENTRE",NA,NA,NA,NA
"228","0404000W0AAAAAA",30,"RH16 3TG",201902,FALSE,"NORTHLANDS WOOD SURGERY","04: Central Nervous System",287.88458,30,"Y57",1,"WEST SUSSEX","Q68","7 WALNUT PARK","HAYWARDS HEATH","0404000W0",0,"09X00","SOUTH OF ENGLAND",310,"Pitolisant hydrochloride","H82100","HORSHAM AND MID SUSSEX CCG","SURREY AND SUSSEX AREA","Pitolisant 18mg tablets","NORTHLANDS WOOD SURGERY",NA,NA,NA,NA
"229","0404000W0AAAAAA",30,"CA16 6QR",201902,FALSE,"APPLEBY MEDICAL PRACTICE","04: Central Nervous System",287.88458,30,"Y54",1,"CUMBRIA","Q49","CHAPEL STREET","APPLEBY","0404000W0",0,"01H00","NORTH OF ENGLAND",310,"Pitolisant hydrochloride","A82006","NORTH CUMBRIA CCG","CUMBRIA,NORTHUMB,TYNE & WEAR AREA","Pitolisant 18mg tablets","THE RIVERSIDE BUILDING",NA,NA,NA,NA
"230","0404000W0AAAAAA",60,"SS9 3BZ",201902,FALSE,"DR SATHANANDANS PRACTICE","04: Central Nervous System",575.75676,60,"Y55",1,"ESSEX","Q57",NA,"LEIGH ON SEA","0404000W0",0,"99G00","MIDLANDS AND EAST OF ENGLAND",620,"Pitolisant hydrochloride","F81200","SOUTHEND CCG","ESSEX  AREA","Pitolisant 18mg tablets","9 BLENHEIM CHASE",NA,NA,NA,NA
"231","0404000W0AAAAAA",30,"DL9 3JD",201902,FALSE,"HAREWOOD MEDICAL PRACTICE","04: Central Nervous System",287.88458,30,"Y54",1,"NORTH YORKSHIRE","Q50","42 RICHMOND ROAD","CATTERICK GARRISON","0404000W0",0,"03D00","NORTH OF ENGLAND",310,"Pitolisant hydrochloride","B82104","HAMBLETON, RICHMONDSHIRE AND WHITBY CCG","NORTH YORKSHIRE AND HUMBER AREA","Pitolisant 18mg tablets","THE HAREWOOD MED PRACTICE",NA,NA,NA,NA
"232","0404000W0BBAAAA",28,"LE3 0QR",201902,FALSE,"WESTCOTES GP SURGERY (ONE)","04: Central Nervous System",268.79,28,"Y55",1,NA,"Q59","2 WESTCOTES DRIVE","LEICESTER","0404000W0",0,"04C00","MIDLANDS AND EAST OF ENGLAND",289.33,"Pitolisant hydrochloride","C82059","LEICESTER CITY CCG","LEICESTERSHIRE & LINCOLNSHIRE AREA","Wakix 18mg tablets","WESTCOTES GP SURGERY (1)",NA,NA,NA,NA
"233","0404000W0AAABAB",60,"MK6 4NG",201902,FALSE,"THE GROVE SURGERY","04: Central Nervous System",575.75676,60,"Y55",1,"BUCKINGHAMSHIRE","Q58","FARTHING GR, NETHERFIELD","MILTON KEYNES","0404000W0",0,"04F00","MIDLANDS AND EAST OF ENGLAND",620,"Pitolisant hydrochloride","K82610","MILTON KEYNES CCG","HERTFORDSHIRE & SOUTH MIDLANDS AREA","Pitolisant 4.5mg tablets","THE GROVE SURGERY",NA,NA,NA,NA
"234","0404000W0AAAAAA",60,"HX3 8AF",201902,FALSE,"DR CHIN AND PARTNERS","04: Central Nervous System",575.75676,60,"Y54",1,"WEST YORKSHIRE","Q52","4 ROYDLANDS STREET","HIPPERHOLME, HALIFAX","0404000W0",0,"02T00","NORTH OF ENGLAND",620,"Pitolisant hydrochloride","B84008","CALDERDALE CCG","WEST YORKSHIRE AREA","Pitolisant 18mg tablets","KOS CLINIC",NA,NA,NA,NA
"235","0404000W0AAAAAA",60,"NE35 9AN",201902,FALSE,"DR THORNILEY-WALKER & PARTNERS","04: Central Nervous System",575.75676,60,"Y54",1,"TYNE & WEAR","Q49","GIBSON COURT","BOLDON COLLIERY","0404000W0",0,"00N00","NORTH OF ENGLAND",620,"Pitolisant hydrochloride","A88009","SOUTH TYNESIDE CCG","CUMBRIA,NORTHUMB,TYNE & WEAR AREA","Pitolisant 18mg tablets","THE MEDICAL CENTRE",NA,NA,NA,NA
"236","0404000W0AAAAAA",30,"DH4 6RQ",201902,FALSE,"WEST RAINTON SURGERY","04: Central Nervous System",287.88458,30,"Y54",1,"COUNTY DURHAM","Q45","WEST RAINTON","HOUGHTON-LE-SPRING","0404000W0",0,"00J00","NORTH OF ENGLAND",310,"Pitolisant hydrochloride","A83024","NORTH DURHAM CCG","DURHAM, DARLINGTON AND TEES AREA","Pitolisant 18mg tablets","THE SURGERY,WOODLAND VIEW",NA,NA,NA,NA
"237","0404000W0AAAAAA",112,"HG2 7SA",201902,FALSE,"KINGSWOOD SURGERY","04: Central Nervous System",1074.95379,56,"Y54",2,"NORTH YORKSHIRE","Q50",NA,"HARROGATE","0404000W0",0,"03E00","NORTH OF ENGLAND",1157.34,"Pitolisant hydrochloride","B82014","HARROGATE AND RURAL DISTRICT CCG","NORTH YORKSHIRE AND HUMBER AREA","Pitolisant 18mg tablets","14 WETHERBY ROAD",NA,NA,NA,NA
"238","0404000W0AAAAAA",60,"LE18 4SE",202002,FALSE,"SOUTH WIGSTON HEALTH CTR.","04: Central Nervous System",577.10926,60,"Y55",1,"LEICESTERSHIRE","Q59","80 BLABY ROAD","SOUTH WIGSTON","0404000W0",0,"03W00","MIDLANDS AND EAST OF ENGLAND",620,"Pitolisant hydrochloride","C82079","EAST LEICESTERSHIRE AND RUTLAND CCG","LEICESTERSHIRE & LINCOLNSHIRE AREA","Pitolisant 18mg tablets","SOUTH WIGSTON HEALTH CTR",NA,NA,NA,NA
"239","0404000W0BBAAAA",28,"LE3 0QR",202002,FALSE,"WESTCOTES GP SURGERY (ONE)","04: Central Nervous System",269.42116,28,"Y55",1,NA,"Q59","2 WESTCOTES DRIVE","LEICESTER","0404000W0",0,"04C00","MIDLANDS AND EAST OF ENGLAND",289.33,"Pitolisant hydrochloride","C82059","LEICESTER CITY CCG","LEICESTERSHIRE & LINCOLNSHIRE AREA","Wakix 18mg tablets","WESTCOTES GP SURGERY (1)",NA,NA,NA,NA
"240","0404000W0AAAAAA",30,"CV34 5GJ",202002,FALSE,"AVONSIDE HEALTH CENTRE","04: Central Nervous System",288.56083,30,"Y55",1,NA,"Q53","PORTOBELLO WAY","WARWICK","0404000W0",0,"05R00","MIDLANDS AND EAST OF ENGLAND",310,"Pitolisant hydrochloride","M84010","SOUTH WARWICKSHIRE CCG","ARDEN,HEREFORDS & WORCESTER AREA","Pitolisant 18mg tablets","AVONSIDE HEALTH CENTRE",NA,NA,NA,NA
"241","0404000W0AAAAAA",120,"CB22 3HU",202002,FALSE,"GRANTA MEDICAL PRACTICES","04: Central Nervous System",1154.21851,60,"Y55",2,NA,"Q56","LONDON ROAD, SAWSTON","CAMBRIDGE","0404000W0",0,"06H00","MIDLANDS AND EAST OF ENGLAND",1240,"Pitolisant hydrochloride","D81043","CAMBRIDGESHIRE AND PETERBOROUGH CCG","EAST ANGLIA AREA","Pitolisant 18mg tablets","SAWSTON MEDICAL CENTRE",NA,NA,NA,NA
"242","0404000W0AAAAAA",30,"DN31 1QZ",202002,FALSE,"PELHAM MEDICAL GROUP","04: Central Nervous System",288.56083,30,"Y54",1,"GRIMSBY","Q50","CHURCH VIEW HEALTH CENTRE","CARTERGATE","0404000W0",0,"03H00","NORTH OF ENGLAND",310,"Pitolisant hydrochloride","B81016","NORTH EAST LINCOLNSHIRE CCG","NORTH YORKSHIRE AND HUMBER AREA","Pitolisant 18mg tablets","PELHAM MEDICAL GROUP",NA,NA,NA,NA
"243","0404000W0AAAAAA",120,"LE5 4BP",202002,FALSE,"EAST LEICESTER MED PRACT(S LONGWORTH)","04: Central Nervous System",1174.21851,60,"Y55",2,"LEICESTERSHIRE","Q59","131 UPPINGHAM ROAD","LEICESTER","0404000W0",0,"04C00","MIDLANDS AND EAST OF ENGLAND",1240,"Pitolisant hydrochloride","C82063","LEICESTER CITY CCG","LEICESTERSHIRE & LINCOLNSHIRE AREA","Pitolisant 18mg tablets","EAST LEICESTER MED.PRACT",NA,NA,NA,NA
"244","0404000W0AAAAAA",60,"TS9 6BL",202002,FALSE,"GREAT AYTON SURGERY","04: Central Nervous System",577.10926,60,"Y54",1,"NORTH YORKSHIRE","Q50","ROSEHILL","GREAT AYTON","0404000W0",0,"03D00","NORTH OF ENGLAND",620,"Pitolisant hydrochloride","B82022","HAMBLETON, RICHMONDSHIRE AND WHITBY CCG","NORTH YORKSHIRE AND HUMBER AREA","Pitolisant 18mg tablets","GREAT AYTON HEALTH CTR",NA,NA,NA,NA
"245","0404000W0AAAAAA",30,"CA16 6QR",202002,FALSE,"APPLEBY MEDICAL PRACTICE","04: Central Nervous System",288.56083,30,"Y54",1,"CUMBRIA","Q49","CHAPEL STREET","APPLEBY","0404000W0",0,"01H00","NORTH OF ENGLAND",310,"Pitolisant hydrochloride","A82006","NORTH CUMBRIA CCG","CUMBRIA,NORTHUMB,TYNE & WEAR AREA","Pitolisant 18mg tablets","THE RIVERSIDE BUILDING",NA,NA,NA,NA
"246","0404000W0AAAAAA",60,"PE1 3HP",202002,FALSE,"THISTLEMOOR MEDICAL CENTRE","04: Central Nervous System",577.10926,60,"Y55",1,"CAMBRIDGESHIRE","Q56","6-10 THISTLEMOOR ROAD","PETERBOROUGH","0404000W0",0,"06H00","MIDLANDS AND EAST OF ENGLAND",620,"Pitolisant hydrochloride","D81625","CAMBRIDGESHIRE AND PETERBOROUGH CCG","EAST ANGLIA AREA","Pitolisant 18mg tablets","THISTLEMOOR MED CENTRE",NA,NA,NA,NA
"247","0404000W0AAAAAA",56,"HG2 7SA",202002,FALSE,"KINGSWOOD SURGERY","04: Central Nervous System",538.73923,56,"Y54",1,"NORTH YORKSHIRE","Q50",NA,"HARROGATE","0404000W0",0,"03E00","NORTH OF ENGLAND",578.67,"Pitolisant hydrochloride","B82014","HARROGATE AND RURAL DISTRICT CCG","NORTH YORKSHIRE AND HUMBER AREA","Pitolisant 18mg tablets","14 WETHERBY ROAD",NA,NA,NA,NA
"248","0404000W0AAAAAA",42,"DE15 9QD",202002,FALSE,"STAPENHILL MEDICAL CENTRE","04: Central Nervous System",485.0702,42,"Y55",1,"STAFFORDSHIRE","Q60","FYFIELD ROAD, STAPENHILL","BURTON-ON-TRENT","0404000W0",0,"05D00","MIDLANDS AND EAST OF ENGLAND",434,"Pitolisant hydrochloride","M83073","EAST STAFFORDSHIRE CCG","SHROPSHIRE AND STAFFORDSHIRE AREA","Pitolisant 18mg tablets","STAPENHILL MEDICAL CENTRE",NA,NA,NA,NA
"249","0404000W0AAAAAA",60,"SS9 3BZ",202002,FALSE,"DR SATHANANDANS PRACTICE","04: Central Nervous System",577.10926,60,"Y55",1,"ESSEX","Q57",NA,"LEIGH ON SEA","0404000W0",0,"99G00","MIDLANDS AND EAST OF ENGLAND",620,"Pitolisant hydrochloride","F81200","SOUTHEND CCG","ESSEX  AREA","Pitolisant 18mg tablets","9 BLENHEIM CHASE",NA,NA,NA,NA
"250","0404000W0AAAAAA",60,"NE35 9AN",202002,FALSE,"DR THORNILEY-WALKER & PARTNERS","04: Central Nervous System",577.10926,60,"Y54",1,"TYNE & WEAR","Q49","GIBSON COURT","BOLDON COLLIERY","0404000W0",0,"00N00","NORTH OF ENGLAND",620,"Pitolisant hydrochloride","A88009","SOUTH TYNESIDE CCG","CUMBRIA,NORTHUMB,TYNE & WEAR AREA","Pitolisant 18mg tablets","THE MEDICAL CENTRE",NA,NA,NA,NA
"251","0404000W0AAAAAA",120,"LE2 6UL",202002,FALSE,"SAFFRON GROUP PRACTICE","04: Central Nervous System",1154.21851,60,"Y55",2,"LEICESTERSHIRE","Q59","509 SAFFRON LANE","LEICESTER","0404000W0",0,"04C00","MIDLANDS AND EAST OF ENGLAND",1240,"Pitolisant hydrochloride","C82046","LEICESTER CITY CCG","LEICESTERSHIRE & LINCOLNSHIRE AREA","Pitolisant 18mg tablets","SAFFRON GROUP PRACTICE",NA,NA,NA,NA
"252","0404000W0AAAAAA",60,"LE5 4BP",202102,FALSE,"EAST LEICESTER MED PRACT(S LONGWORTH)","04: Central Nervous System",577.48739,60,"Y60",1,"LEICESTERSHIRE",NA,"131 UPPINGHAM ROAD","LEICESTER","0404000W0",0,"04C00","MIDLANDS",620,"Pitolisant hydrochloride","C82063","LEICESTER CITY CCG",NA,"Pitolisant 18mg tablets","EAST LEICESTER MED.PRACT","LEICESTER, LEICESTERSHIRE & RUTLAND STP","QK1",NA,NA
"253","0404000W0BBAAAA",28,"LE3 0QR",202102,FALSE,"WESTCOTES GP SURGERY (ONE)","04: Central Nervous System",269.59762,28,"Y60",1,NA,NA,"2 WESTCOTES DRIVE","LEICESTER","0404000W0",0,"04C00","MIDLANDS",289.33,"Pitolisant hydrochloride","C82059","LEICESTER CITY CCG",NA,"Wakix 18mg tablets","WESTCOTES GP SURGERY (1)","LEICESTER, LEICESTERSHIRE & RUTLAND STP","QK1",NA,NA
"254","0404000W0AAAAAA",60,"PE29 3EZ",202102,FALSE,"THE HICKS GROUP PRACTICE","04: Central Nervous System",577.48739,60,"Y61",1,"CAMBRIDGESHIRE",NA,"75 ERMINE STREET","HUNTINGDON","0404000W0",0,"06H00","EAST OF ENGLAND",620,"Pitolisant hydrochloride","D81050","CAMBRIDGESHIRE AND PETERBOROUGH CCG",NA,"Pitolisant 18mg tablets","CHARLES HICKS CENTRE","CAMBRIDGESHIRE & PETERBOROUGH STP","QUE",NA,NA
"255","0404000W0AAABAB",60,"TW5 9ER",202102,FALSE,"JERSEY PRACTICE","04: Central Nervous System",577.48739,60,"Y56",1,"MIDDLESEX",NA,"HESTON HEALTH CENTRE","CRANFORD LANE, HESTON","0404000W0",0,"07Y00","LONDON",620,"Pitolisant hydrochloride","E85681","HOUNSLOW CCG",NA,"Pitolisant 4.5mg tablets","THE JERSEY PRACTICE","NW LONDON HEALTH & CARE PARTNERSHIP STP","QRV",NA,NA
"256","0404000W0AAAAAA",56,"HG2 7SA",202102,FALSE,"KINGSWOOD SURGERY","04: Central Nervous System",539.09216,56,"Y63",1,"NORTH YORKSHIRE",NA,NA,"HARROGATE","0404000W0",0,"42D00","NORTH EAST AND YORKSHIRE",578.67,"Pitolisant hydrochloride","B82014","NORTH YORKSHIRE CCG",NA,"Pitolisant 18mg tablets","14 WETHERBY ROAD","HUMBER, COAST & VALE STP","QOQ",NA,NA
"257","0404000W0AAAAAA",30,"CA16 6QR",202102,FALSE,"APPLEBY MEDICAL PRACTICE","04: Central Nervous System",288.74989,30,"Y63",1,"CUMBRIA",NA,"CHAPEL STREET","APPLEBY","0404000W0",0,"01H00","NORTH EAST AND YORKSHIRE",310,"Pitolisant hydrochloride","A82006","NORTH CUMBRIA CCG",NA,"Pitolisant 18mg tablets","THE RIVERSIDE BUILDING","CUMBRIA & NORTH EAST STP","QHM",NA,NA
"258","0404000W0AAAAAA",30,"TW5 9ER",202102,FALSE,"JERSEY PRACTICE","04: Central Nervous System",288.74989,30,"Y56",1,"MIDDLESEX",NA,"HESTON HEALTH CENTRE","CRANFORD LANE, HESTON","0404000W0",0,"07Y00","LONDON",310,"Pitolisant hydrochloride","E85681","HOUNSLOW CCG",NA,"Pitolisant 18mg tablets","THE JERSEY PRACTICE","NW LONDON HEALTH & CARE PARTNERSHIP STP","QRV",NA,NA
"259","0404000W0AAAAAA",30,"CV34 5GJ",202102,FALSE,"AVONSIDE HEALTH CENTRE","04: Central Nervous System",288.74989,30,"Y60",1,NA,NA,"PORTOBELLO WAY","WARWICK","0404000W0",0,"05R00","MIDLANDS",310,"Pitolisant hydrochloride","M84010","SOUTH WARWICKSHIRE CCG",NA,"Pitolisant 18mg tablets","AVONSIDE HEALTH CENTRE","COVENTRY & WARWICKSHIRE STP","QWU",NA,NA
"260","0404000W0AAAAAA",60,"DN33 3JF",202102,FALSE,"SCARTHO MEDICAL CENTRE","04: Central Nervous System",577.48739,60,"Y63",1,NA,NA,"SPRINGFIELD RD, SCARTHO","GRIMSBY","0404000W0",0,"03H00","NORTH EAST AND YORKSHIRE",620,"Pitolisant hydrochloride","B81030","NORTH EAST LINCOLNSHIRE CCG",NA,"Pitolisant 18mg tablets","SCARTHO MEDICAL PRACTICE","HUMBER, COAST & VALE STP","QOQ",NA,NA
"261","0404000W0AAAAAA",60,"CB22 3HU",202102,FALSE,"GRANTA MEDICAL PRACTICES","04: Central Nervous System",577.48739,60,"Y61",1,NA,NA,"LONDON ROAD, SAWSTON","CAMBRIDGE","0404000W0",0,"06H00","EAST OF ENGLAND",620,"Pitolisant hydrochloride","D81043","CAMBRIDGESHIRE AND PETERBOROUGH CCG",NA,"Pitolisant 18mg tablets","SAWSTON MEDICAL CENTRE","CAMBRIDGESHIRE & PETERBOROUGH STP","QUE",NA,NA
"262","0404000W0AAAAAA",60,"TS12 2FF",202102,FALSE,"BROTTON SURGERY","04: Central Nervous System",577.48739,60,"Y63",1,NA,NA,"ALFORD ROAD,BROTTON","SALTBURN BY SEA","0404000W0",0,"16C00","NORTH EAST AND YORKSHIRE",620,"Pitolisant hydrochloride","A81013","TEES VALLEY CCG",NA,"Pitolisant 18mg tablets","BROTTON SURGERY","CUMBRIA & NORTH EAST STP","QHM",NA,NA
"263","0404000W0AAAAAA",60,"DA1 2HA",202102,FALSE,"DARTFORD WEST HEALTH CENTRE","04: Central Nervous System",577.48739,60,"Y59",1,"KENT",NA,"DARTFORD WEST H/CTR","DARTFORD","0404000W0",0,"91Q00","SOUTH EAST",620,"Pitolisant hydrochloride","G82185","KENT AND MEDWAY CCG",NA,"Pitolisant 18mg tablets","REDWOOD PRACTICE","KENT & MEDWAY STP","QKS",NA,NA
"264","0404000W0AAAAAA",60,"PE1 3HP",202102,FALSE,"THISTLEMOOR MEDICAL CENTRE","04: Central Nervous System",577.48739,60,"Y61",1,"CAMBRIDGESHIRE",NA,"6-10 THISTLEMOOR ROAD","PETERBOROUGH","0404000W0",0,"06H00","EAST OF ENGLAND",620,"Pitolisant hydrochloride","D81625","CAMBRIDGESHIRE AND PETERBOROUGH CCG",NA,"Pitolisant 18mg tablets","THISTLEMOOR MED CENTRE","CAMBRIDGESHIRE & PETERBOROUGH STP","QUE",NA,NA
