date,id,name,y_items,y_actual_cost,x_items,x_actual_cost
01/10/2019,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/10/2019,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,0,0,0,0
01/10/2019,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/10/2019,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/10/2019,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0
01/10/2019,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,0,0,0,0
01/10/2019,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0
01/10/2019,QNX,NHS SUSSEX INTEGRATED CARE BOARD,0,0,0,0
01/10/2019,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0
01/10/2019,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0
01/10/2019,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/10/2019,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/10/2019,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0
01/10/2019,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/10/2019,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0
01/10/2019,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/10/2019,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0
01/10/2019,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",0,0,0,0
01/10/2019,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0
01/10/2019,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/10/2019,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0
01/10/2019,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/10/2019,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,0,0,0,0
01/10/2019,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,0,0,0,0
01/10/2019,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1,575.72,0,0
01/10/2019,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1,403.11,0,0
01/10/2019,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,1,287.87,0,0
01/10/2019,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1,287.87,0,0
01/10/2019,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2,863.59,0,0
01/10/2019,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2,556.64,0,0
01/10/2019,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",3,1439.31,0,0
01/10/2019,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,3,1747.16,0,0
01/10/2019,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,6,2552.48,0,0
01/11/2019,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",0,0,0,0
01/11/2019,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QJK,NHS DEVON INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0
01/11/2019,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/11/2019,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",0,0,0,0
01/11/2019,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/11/2019,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,0,0,0,0
01/11/2019,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1,576.2,0,0
01/11/2019,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1,403.45,0,0
01/11/2019,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1,596.2,0,0
01/11/2019,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,2,749.22,0,0
01/11/2019,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,2,576.22,0,0
01/11/2019,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,3,1402.2,0,0
01/11/2019,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",3,1748.61,0,0
01/11/2019,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,3,1152.42,0,0
01/11/2019,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,3,1728.61,0,0
01/11/2019,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,5,1978.42,0,0
01/12/2019,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",0,0,0,0
01/12/2019,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QJK,NHS DEVON INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QNX,NHS SUSSEX INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0
01/12/2019,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/12/2019,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",0,0,0,0
01/12/2019,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/12/2019,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,0,0,0,0
01/12/2019,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1,403.52,0,0
01/12/2019,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1,288.16,0,0
01/12/2019,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",2,933.47,0,0
01/12/2019,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,3,1152.63,0,0
01/12/2019,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,3,1440.78,0,0
01/12/2019,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,5,2228.62,0,0
01/12/2019,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,5,2266.93,0,0
01/01/2020,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",0,0,0,0
01/01/2020,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QJK,NHS DEVON INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QNX,NHS SUSSEX INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0
01/01/2020,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/01/2020,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",0,0,0,0
01/01/2020,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/01/2020,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,0,0,0,0
01/01/2020,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1,403.65,0,0
01/01/2020,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1,288.25,0,0
01/01/2020,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2,1152.98,0,0
01/01/2020,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2,864.74,0,0
01/01/2020,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2,864.74,0,0
01/01/2020,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2,1152.98,0,0
01/01/2020,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,2,576.5,0,0
01/01/2020,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,4,1941.07,0,0
01/01/2020,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",8,3230.74,0,0
01/02/2020,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",0,0,0,0
01/02/2020,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QJK,NHS DEVON INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QNX,NHS SUSSEX INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0
01/02/2020,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/02/2020,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",0,0,0,0
01/02/2020,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/02/2020,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,0,0,0,0
01/02/2020,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1,577.11,0,0
01/02/2020,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1,485.07,0,0
01/02/2020,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1,288.56,0,0
01/02/2020,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2,865.67,0,0
01/02/2020,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,3,1404.41,0,0
01/02/2020,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,3,1731.33,0,0
01/02/2020,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",5,2905.55,0,0
01/03/2020,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",0,0,0,0
01/03/2020,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QJK,NHS DEVON INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0
01/03/2020,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/03/2020,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",0,0,0,0
01/03/2020,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/03/2020,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,0,0,0,0
01/03/2020,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1,575.93,0,0
01/03/2020,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1,403.25,0,0
01/03/2020,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1,595.93,0,0
01/03/2020,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1,575.93,0,0
01/03/2020,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,2,863.9,0,0
01/03/2020,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,2,575.94,0,0
01/03/2020,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,3,1439.83,0,0
01/03/2020,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",4,1747.8,0,0
01/03/2020,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,4,1997.47,0,0
01/04/2020,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,0,0,0,0
01/04/2020,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/04/2020,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/04/2020,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/04/2020,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",0,0,0,0
01/04/2020,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0
01/04/2020,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/04/2020,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/04/2020,QJK,NHS DEVON INTEGRATED CARE BOARD,0,0,0,0
01/04/2020,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/04/2020,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/04/2020,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,0,0,0,0
