date,id,name,y_items,y_actual_cost,x_items,x_actual_cost,,,
01/06/2019,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2019,QJK,NHS DEVON INTEGRATED CARE BOARD,2,2007.38,0,0,,,
01/06/2019,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2019,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2019,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2,1672.82,0,0,,,
01/06/2019,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2019,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2019,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2019,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1,1003.69,0,0,,,
01/06/2019,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1,1041.19,0,0,,,
01/06/2019,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,4,2361.96,0,0,,,
01/06/2019,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,669.13,0,0,,,
01/06/2019,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",22,19170.13,0,0,,,
01/06/2019,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,5,4054.77,0,0,,,
01/06/2019,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,3,3036.06,0,0,,,
01/06/2019,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,3,2341.95,0,0,,,
01/06/2019,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2019,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,3,3011.07,0,0,,,
01/06/2019,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2,1672.82,0,0,,,
01/06/2019,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2019,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,9,8069.5,0,0,,,
01/06/2019,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1,334.57,0,0,,,
01/06/2019,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0,,,
01/06/2019,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2019,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2,1338.26,0,0,,,
01/06/2019,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2019,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1,1003.69,0,0,,,
01/06/2019,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0,,,
01/06/2019,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,5,3680.21,0,0,,,
01/06/2019,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1,1003.69,0,0,,,
01/06/2019,QNX,NHS SUSSEX INTEGRATED CARE BOARD,9,9093.4,0,0,,,
01/06/2019,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2,2007.38,0,0,,,
01/07/2019,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/07/2019,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1,1003.95,0,0,,,
01/07/2019,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2019,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2019,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/07/2019,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",0,0,0,0,,,
01/07/2019,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,8,8031.57,0,0,,,
01/07/2019,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2019,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2019,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1,669.3,0,0,,,
01/07/2019,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2019,QJK,NHS DEVON INTEGRATED CARE BOARD,3,3011.84,0,0,,,
01/07/2019,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2019,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2019,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2,1754.24,0,0,,,
01/07/2019,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2019,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2019,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2019,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2,2007.89,0,0,,,
01/07/2019,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2,2180.89,0,0,,,
01/07/2019,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,4,1338.63,0,0,,,
01/07/2019,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,679.3,0,0,,,
01/07/2019,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",17,14429.94,0,0,,,
01/07/2019,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,6,4705.1,0,0,,,
01/07/2019,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1,1028.95,0,0,,,
01/07/2019,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1,1003.95,0,0,,,
01/07/2019,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2019,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,5,4390.44,0,0,,,
01/07/2019,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2,1673.25,0,0,,,
01/07/2019,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2019,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,8,7443.27,0,0,,,
01/07/2019,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2019,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0,,,
01/07/2019,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2019,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,4,2677.2,0,0,,,
01/07/2019,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2019,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1,1003.95,0,0,,,
01/07/2019,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2019,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,7,6358.34,0,0,,,
01/07/2019,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,0,0,0,0,,,
01/07/2019,QNX,NHS SUSSEX INTEGRATED CARE BOARD,6,6398.33,0,0,,,
01/07/2019,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2,2342.54,0,0,,,
01/08/2019,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/08/2019,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1,1002.72,0,0,,,
01/08/2019,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2019,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2019,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/08/2019,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1,1002.72,0,0,,,
01/08/2019,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,8,7439.79,0,0,,,
01/08/2019,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1,1002.72,0,0,,,
01/08/2019,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2019,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1,668.49,0,0,,,
01/08/2019,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2019,QJK,NHS DEVON INTEGRATED CARE BOARD,3,3008.16,0,0,,,
01/08/2019,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2019,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2019,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2,1752.2,0,0,,,
01/08/2019,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2019,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2019,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,1,668.49,0,0,,,
01/08/2019,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1,1002.72,0,0,,,
01/08/2019,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2019,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,2,688.5,0,0,,,
01/08/2019,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,678.49,0,0,,,
01/08/2019,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",22,16477.86,0,0,,,
01/08/2019,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,4,3716.65,0,0,,,
01/08/2019,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2019,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,4,2673.94,0,0,,,
01/08/2019,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2019,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,4,4010.89,0,0,,,
01/08/2019,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2,3008.15,0,0,,,
01/08/2019,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2019,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,7,6437.06,0,0,,,
01/08/2019,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2019,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0,,,
01/08/2019,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2019,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,5,4010.9,0,0,,,
01/08/2019,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2019,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1,1002.72,0,0,,,
01/08/2019,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0,,,
01/08/2019,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,8,6370.59,0,0,,,
01/08/2019,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1,1002.72,0,0,,,
01/08/2019,QNX,NHS SUSSEX INTEGRATED CARE BOARD,7,6410.58,0,0,,,
01/08/2019,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1,1002.72,0,0,,,
01/09/2019,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/09/2019,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1,1002.78,0,0,,,
01/09/2019,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2019,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2019,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/09/2019,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",3,4031.1,0,0,,,
01/09/2019,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,9,8858.25,0,0,,,
01/09/2019,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,1,1002.78,0,0,,,
01/09/2019,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2019,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,2,1337.05,0,0,,,
01/09/2019,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2019,QJK,NHS DEVON INTEGRATED CARE BOARD,4,4027.11,0,0,,,
01/09/2019,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2019,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2019,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2,1671.3,0,0,,,
01/09/2019,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2019,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2019,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2019,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2019,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2,2092.06,0,0,,,
01/09/2019,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,5,3676.88,0,0,,,
01/09/2019,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,668.52,0,0,,,
01/09/2019,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",18,13176.17,0,0,,,
01/09/2019,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,3,2674.08,0,0,,,
01/09/2019,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2019,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,4,3342.61,0,0,,,
01/09/2019,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2019,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,4,3342.61,0,0,,,
01/09/2019,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2,1671.3,0,0,,,
01/09/2019,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2019,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,8,7515.68,0,0,,,
01/09/2019,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2019,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0,,,
01/09/2019,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2019,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,3,2005.57,0,0,,,
01/09/2019,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2019,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1,1002.78,0,0,,,
01/09/2019,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0,,,
01/09/2019,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,6,5682.42,0,0,,,
01/09/2019,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,3,3008.33,0,0,,,
01/09/2019,QNX,NHS SUSSEX INTEGRATED CARE BOARD,7,7373.7,0,0,,,
01/09/2019,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1,1002.78,0,0,,,
01/10/2019,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/10/2019,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1,1002.86,0,0,,,
01/10/2019,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2019,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2019,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/10/2019,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1,1002.86,0,0,,,
01/10/2019,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,10,10028.61,0,0,,,
01/10/2019,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2019,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2019,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1,668.58,0,0,,,
01/10/2019,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2019,QJK,NHS DEVON INTEGRATED CARE BOARD,2,2005.72,0,0,,,
01/10/2019,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2019,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2019,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2,1752.43,0,0,,,
01/10/2019,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2019,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2019,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,1,668.58,0,0,,,
01/10/2019,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2019,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1,1002.86,0,0,,,
01/10/2019,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,2,668.6,0,0,,,
01/10/2019,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,668.58,0,0,,,
01/10/2019,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",26,19843.01,0,0,,,
01/10/2019,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,5,3717.18,0,0,,,
01/10/2019,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,3,3008.59,0,0,,,
01/10/2019,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2,2005.72,0,0,,,
01/10/2019,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2019,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,4,3008.6,0,0,,,
01/10/2019,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,3,3677.15,0,0,,,
01/10/2019,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2019,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,11,10509.4,0,0,,,
01/10/2019,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2019,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0,,,
01/10/2019,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2019,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,5,4680.03,0,0,,,
01/10/2019,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2019,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1,1002.86,0,0,,,
01/10/2019,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0,,,
01/10/2019,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,9,6685.77,0,0,,,
01/10/2019,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1,1002.86,0,0,,,
01/10/2019,QNX,NHS SUSSEX INTEGRATED CARE BOARD,6,5702.88,0,0,,,
01/10/2019,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2,2005.72,0,0,,,
01/11/2019,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/11/2019,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1,1003.7,0,0,,,
01/11/2019,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0,,,
01/11/2019,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0,,,
01/11/2019,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0,,,
01/11/2019,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",3,4054.79,0,0,,,
01/11/2019,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,9,8785.24,0,0,,,
01/11/2019,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,0,0,0,0,,,
01/11/2019,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0,,,
01/11/2019,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1,669.14,0,0,,,
01/11/2019,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/11/2019,QJK,NHS DEVON INTEGRATED CARE BOARD,3,3011.1,0,0,,,
01/11/2019,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/11/2019,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0,,,
01/11/2019,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2,1753.83,0,0,,,
01/11/2019,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0,,,
01/11/2019,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0,,,
01/11/2019,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/11/2019,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1,1003.7,0,0,,,
01/11/2019,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1,1003.7,0,0,,,
01/11/2019,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,2,669.15,0,0,,,
01/11/2019,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1,669.14,0,0,,,
01/11/2019,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",27,23439.73,0,0,,,
01/11/2019,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,5,4409.38,0,0,,,
01/11/2019,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,0,0,0,0,,,
01/11/2019,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1,1003.7,0,0,,,
01/11/2019,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/11/2019,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,6,5687.64,0,0,,,
01/11/2019,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2,1672.84,0,0,,,
01/11/2019,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/11/2019,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,6,5774.14,0,0,,,
01/11/2019,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0,,,
01/11/2019,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0,,,
01/11/2019,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0,,,
01/11/2019,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,3,2007.42,0,0,,,
01/11/2019,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0,,,
01/11/2019,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1,1003.7,0,0,,,
01/11/2019,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0,,,
